Cruise;Date;DeciYear;Year;Month;Day;Hours;Minutes;Longitude;Latitude;Pressure;Depth;Temperature;Salinity;Conductivity;O2;Beam;PAR;Fluor;Sig_theta;Season;VertZone;MLD_dens125;MLD_bvfrq;MLD_densT2;DCM;z_par_1pcnt
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1041;1031.19055;6.8183;35.1057;3.5675;188.24001;0.391;0;0.006;27.54136;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1043;1033.16589;6.7799;35.1045;3.5639;189.17999;0.39;0;0.001;27.54564;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1045;1035.14294;6.7599;35.1049;3.5622;189.3;0.39;0;0.002;27.54868;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1047;1037.11853;6.7505;35.105;3.5615;189.64999;0.39;0;-0.005;27.55006;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1049;1039.09485;6.747;35.1053;3.5612;189.32001;0.39;0;-0.008;27.5508;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1051;1041.07104;6.7475;35.1054;3.5614;189.58;0.39;0;-0.006;27.55084;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1053;1043.04724;6.7325;35.1052;3.5601;190.03999;0.39;0;0.001;27.55273;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1055;1045.02295;6.7138;35.1051;3.5584;190.64;0.39;0;0.011;27.55519;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1057;1046.99988;6.6825;35.1051;3.5556;191.12;0.39;0;0.005;27.55942;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1059;1048.97546;6.6862;35.106;3.5561;191.57001;0.39;0;-0.001;27.55966;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1061;1050.95154;6.6508;35.1059;3.553;192.63;0.39;0;-0.004;27.56435;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1063;1052.92737;6.6266;35.106;3.5508;193.46001;0.39;0;-0.007;27.56769;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1065;1054.90381;6.6163;35.1067;3.55;193.3;0.39;0;-0.004;27.56964;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1067;1056.88025;6.6346;35.1047;3.5516;194.73;0.39;0;0.002;27.56565;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1069;1058.85596;6.5615;35.1058;3.5451;194.97;0.39;0;0.003;27.57627;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1071;1060.83154;6.5866;35.1061;3.5475;194.39;0.39;0;-0.005;27.5732;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1073;1062.80774;6.5465;35.106;3.5439;194.81;0.39;0;-0.005;27.57847;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1075;1064.78369;6.5284;35.1063;3.5423;195.73;0.39;0;-0.002;27.58113;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1077;1066.75928;6.5081;35.1068;3.5406;196.06;0.39;0;0;27.58424;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1079;1068.73523;6.4938;35.1064;3.5393;196.37;0.389;0;0.002;27.58584;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1081;1070.71106;6.4723;35.1047;3.5373;197.03999;0.39;0;-0.003;27.58736;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1083;1072.6875;6.4265;35.1059;3.5333;197.92;0.389;0;-0.004;27.59435;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1085;1074.66284;6.4462;35.1057;3.5351;198.03;0.389;0;-0.003;27.59163;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1087;1076.63855;6.4038;35.1051;3.5313;198.38;0.389;0;0;27.59675;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1089;1078.61499;6.3852;35.105;3.5296;198.38;0.389;0;-0.002;27.59913;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1091;1080.59033;6.3935;35.1058;3.5306;198.89;0.389;0;0.002;27.5987;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1093;1082.56531;6.3698;35.1062;3.5285;200;0.389;0;-0.001;27.60214;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1095;1084.54175;6.3475;35.1075;3.5267;200.96001;0.389;0;-0.004;27.6061;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1097;1086.51758;6.3437;35.1078;3.5264;200.59;0.389;0;0;27.60686;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1099;1088.49329;6.3367;35.1082;3.5259;200.67;0.389;0;-0.004;27.60811;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1101;1090.46875;6.3298;35.1083;3.5254;200.72;0.389;0;-0.005;27.60912;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1103;1092.44446;6.3255;35.1083;3.525;200.45;0.389;0;-0.001;27.6097;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1105;1094.42065;6.3268;35.1078;3.5252;201.55;0.569;0;0.002;27.60917;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1107;1096.39624;6.3067;35.1088;3.5235;201.86;0.397;0;0;27.61259;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1109;1098.37109;6.3068;35.1066;3.5234;202.7;0.389;0;0.001;27.61087;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1111;1100.34729;6.2643;35.1091;3.5198;203.2;0.389;0;0.001;27.61838;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1113;1102.323;6.2527;35.1094;3.5189;203.58;0.389;0;0.002;27.62014;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1115;1104.29834;6.2675;35.109;3.5203;203.39999;0.389;0;-0.001;27.61794;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1117;1106.27417;6.2285;35.1084;3.5168;203.7;0.389;0;0.001;27.62252;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1119;1108.24841;6.2306;35.1079;3.517;204.36;0.389;0;0;27.62189;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1121;1110.22449;6.1952;35.1064;3.5137;205.24001;0.389;0;0;27.62528;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1123;1112.19946;6.1748;35.1066;3.5119;205.17999;0.389;0;-0.004;27.62809;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1125;1114.17603;6.1976;35.107;3.5141;204.91;0.389;0;0;27.6255;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1127;1116.15076;6.1537;35.1052;3.51;204.97;0.389;0;-0.005;27.62973;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1129;1118.12634;6.1352;35.1071;3.5086;205.92;0.389;0;0.001;27.63363;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1131;1120.10193;6.1359;35.1078;3.5088;205.89;0.389;0;-0.001;27.63412;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1133;1122.07703;6.1348;35.1088;3.5089;206.06;0.389;0;-0.001;27.63508;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1135;1124.05286;6.1142;35.1084;3.507;206.67;0.389;0;-0.007;27.63742;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1137;1126.02783;6.0975;35.1085;3.5056;207.25;0.389;0;-0.006;27.63965;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1139;1128.00354;6.0975;35.1081;3.5057;207.8;0.389;0;0.002;27.63936;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1141;1129.979;6.0339;35.1089;3.5;208.25;0.389;0;-0.001;27.6481;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1143;1131.95386;6.0321;35.1079;3.4998;208.62;0.389;0;-0.002;27.64756;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1145;1133.92896;6.0171;35.1079;3.4985;209.32001;0.389;0;-0.001;27.64948;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1147;1135.9043;6.0132;35.1078;3.4982;209.17;0.389;0;-0.004;27.64993;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1149;1137.87988;6.0037;35.1078;3.4975;210.13;0.389;0;0.001;27.65115;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1151;1139.85474;5.9928;35.107;3.4965;210.44;0.389;0;0.006;27.65192;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1153;1141.82983;5.976;35.1051;3.4949;211.83;0.389;0;0.001;27.65256;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1155;1143.8053;5.9558;35.1025;3.4929;213.67999;0.389;0;0;27.65307;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1157;1145.78052;5.936;35.1;3.4909;213.7;0.389;0;-0.007;27.65361;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1159;1147.75586;5.8922;35.0956;3.4866;215.60001;0.389;0;-0.007;27.65564;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1161;1149.73047;5.8838;35.0951;3.4859;216.06;0.389;0;-0.004;27.65632;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1163;1151.70532;5.8598;35.0929;3.4836;215.2;0.389;0;-0.004;27.65759;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1165;1153.68066;5.8804;35.0988;3.4861;214.56;0.389;0;-0.006;27.65972;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1167;1155.6554;5.8887;35.0984;3.4869;215.48;0.389;0;-0.007;27.65839;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1169;1157.63086;5.86;35.0984;3.4843;215.28999;0.389;0;-0.004;27.662;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1171;1159.60608;5.8518;35.0979;3.4836;215.09;0.389;0;-0.005;27.66265;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1173;1161.58093;5.8646;35.0983;3.4849;215.25;0.389;0;-0.004;27.6614;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1175;1163.55603;5.8603;35.0986;3.4846;216.2;0.389;0;-0.006;27.66219;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1177;1165.53076;5.8445;35.0978;3.4832;216.48;0.389;0;-0.003;27.66355;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1179;1167.50562;5.8099;35.0927;3.4797;218.87;0.389;0;-0.003;27.66384;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1181;1169.48145;5.7639;35.0877;3.4751;219.69;0.389;0;-0.004;27.6656;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1183;1171.4552;5.7548;35.0858;3.4742;220.10001;0.389;0;-0.005;27.66525;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1185;1173.43054;5.7456;35.0861;3.4735;219.82001;0.389;0;-0.004;27.66664;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1187;1175.40588;5.7549;35.0868;3.4745;219.64;0.389;0;0.003;27.66607;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1189;1177.37976;5.7402;35.0861;3.4731;219.39999;0.389;0;0.004;27.66736;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1191;1179.35522;5.7345;35.0867;3.4728;219.57001;0.389;0;-0.004;27.66856;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1193;1181.33044;5.7358;35.0864;3.4729;219.64;0.389;0;-0.004;27.66819;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1195;1183.30444;5.7395;35.0869;3.4734;220.8;0.389;0;-0.007;27.66815;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1197;1185.27942;5.7112;35.0839;3.4706;221.84;0.389;0;-0.002;27.66928;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1199;1187.25452;5.7127;35.084;3.4709;221.42;0.389;0;-0.002;27.6692;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1201;1189.22925;5.7053;35.0827;3.4702;222.53999;0.389;0;0.001;27.66911;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1203;1191.20422;5.6655;35.0793;3.4663;223.17999;0.389;0;-0.002;27.67132;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1205;1193.17896;5.6776;35.0803;3.4676;222.69;0.39;0;-0.001;27.67065;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1207;1195.15271;5.6391;35.0782;3.464;223.7;0.389;0;-0.004;27.67372;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1209;1197.12805;5.6257;35.0794;3.4629;223.72;0.389;0;-0.003;27.67633;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;1211;1199.10254;5.6217;35.0802;3.4627;224.10001;0.389;0;-0.003;27.67747;1;10;118.1404;102.2592;106.2293;108.2149;197.5229
321;08/03/2016;2016.18518;2016;3;8;18;17;295.82001;31.679;7;6.9513;21.1192;36.6837;5.1156;218.67999;0.448;143.49001;0.028;25.74395;1;0;118.1404;102.2592;106.2293;108.2149;197.5229
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;8;7.9445;20.9525;36.6275;5.0909;223.08;0.454;0.1;0.024;25.74697;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;10;9.9307;20.9542;36.6278;5.0913;222.92;0.454;0.04;0.025;25.74684;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;12;11.917;20.9559;36.6282;5.0916;222.75999;0.454;0;0.026;25.74678;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;14;13.9017;20.9569;36.6273;5.0917;223.00999;0.453;0.01;0.023;25.74593;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;16;15.8881;20.9436;36.6272;5.0903;222.45;0.454;0;0.023;25.7496;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;18;17.8739;20.9229;36.6255;5.088;222.25999;0.455;0;0.024;25.75408;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;20;19.8602;20.8953;36.6235;5.0849;222.78;0.455;0;0.03;25.76021;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;22;21.8458;20.831;36.6217;5.0779;223.07001;0.456;0;0.031;25.7765;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;24;23.8321;20.8279;36.622;5.0777;222.28;0.458;0;0.032;25.77768;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;26;25.8177;20.822;36.6218;5.0772;222.75;0.459;0;0.025;25.77925;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;28;27.8036;20.8198;36.6218;5.077;223.16;0.459;0;0.032;25.77995;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;30;29.7893;20.818;36.6219;5.077;222.50999;0.459;0;0.031;25.78062;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;32;31.7752;20.8129;36.6212;5.0764;222.88;0.459;0;0.034;25.78158;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;34;33.7605;20.8045;36.6195;5.0754;222.39999;0.46;0;0.036;25.78268;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;36;35.7465;20.8018;36.6197;5.0752;222.66;0.461;0;0.033;25.78368;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;38;37.7331;20.7959;36.619;5.0746;222.81;0.462;0;0.029;25.78485;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;40;39.7181;20.7916;36.6188;5.0742;222.78999;0.461;0;0.028;25.78598;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;42;41.7038;20.787;36.6188;5.0738;222.66;0.462;0;0.027;25.78734;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;44;43.6895;20.781;36.6188;5.0733;222.78;0.461;0;0.03;25.78908;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;46;45.6752;20.7802;36.619;5.0733;222.53;0.462;0;0.033;25.78955;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;48;47.6609;20.7794;36.619;5.0733;222.87;0.462;0;0.038;25.78987;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;50;49.646;20.7778;36.6194;5.0733;222.96001;0.462;0;0.045;25.79072;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;52;51.6325;20.7757;36.6197;5.0732;222.89999;0.462;0;0.045;25.79162;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;54;53.6181;20.7747;36.6189;5.0731;222.78999;0.461;0;0.044;25.79139;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;56;55.6033;20.7731;36.6191;5.073;222.61;0.461;0;0.038;25.79208;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;58;57.5885;20.7702;36.6196;5.0729;222.32001;0.46;0;0.04;25.79336;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;60;59.5741;20.7676;36.6202;5.0727;222.61;0.46;0;0.05;25.79463;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;62;61.5594;20.766;36.6203;5.0727;222.42;0.46;0;0.052;25.79524;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;64;63.545;20.7651;36.6207;5.0727;222.45;0.459;0;0.05;25.7959;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;66;65.5305;20.7642;36.6211;5.0728;222.47;0.459;0;0.049;25.79655;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;68;67.5167;20.7619;36.6223;5.0728;222.32001;0.458;0;0.053;25.7982;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;70;69.5016;20.7411;36.6276;5.0713;222.13;0.457;0;0.058;25.808;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;72;71.4871;20.7341;36.6287;5.0708;221.98;0.457;0;0.063;25.81085;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;74;73.4723;20.7255;36.6311;5.0703;221.86;0.457;0;0.059;25.81512;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;76;75.4582;20.7165;36.6332;5.0696;221.89;0.457;0;0.066;25.81927;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;78;77.443;20.7149;36.6318;5.0694;222.17;0.456;0;0.061;25.81874;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;80;79.4283;20.7122;36.6334;5.0694;221.92999;0.457;0;0.07;25.8208;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;82;81.4141;20.7075;36.6332;5.069;222.31;0.456;0;0.066;25.82203;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;84;83.3985;20.7031;36.6328;5.0685;221.5;0.457;0;0.066;25.82302;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;86;85.3848;20.6835;36.6347;5.0668;221.37;0.456;0;0.066;25.8299;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;88;87.3699;20.6812;36.6391;5.0672;220.72;0.457;0;0.074;25.83398;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;90;89.3555;20.6848;36.6464;5.0685;220.67999;0.457;0;0.077;25.83868;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;92;91.3402;20.674;36.6453;5.0673;219.98;0.456;0;0.096;25.84087;1;0;170.7337;15.8881;69.5016;99.2807;
322;25/03/2016;2016.22949;2016;3;25;0;0;295.87701;31.789;94;93.325;20.6583;36.6424;5.0654;219.96001;0.457;0;0.106;25.84303;1;0;170.7337;15.8881;69.5016;99.2807;
